Variable,Selected
P_2_mean,100.0
P_2_median,100.0
P_2_correlation,100.0
P_3_mean,100.0
P_2_sum,100.0
S_25_mean,100.0
S_25_sum,100.0
S_25_std,100.0
S_25_mad,100.0
S_25_data_range,100.0
S_25_iqr,100.0
P_3_sum,96.0
S_3_median,96.0
P_3_median,92.0
S_8_mean,92.0
